model-name,phase,attempt,response
40. **Festival**: 12597 customers = 12597
41. **Heads Up**: 3074 customers (flop) = 681
42. **Sales Representative**: 12597 customers = 12597
43. **Festival**: 12597 customers = 12597
44. **Heads Up**: 3074 customers (flop) = 681
45. **Sales Representative**: 12597 customers = 12597
46. **Festival**: 12597 customers = 12597
47. **Heads Up**: 3074 customers (flop) = 681
48. **Sales Representative**: 12597 customers = 12597
49. **Festival**: 12597 customers = 12597
50. **Heads Up**: 3074 customers (flop) = 681
51. **Sales Representative**: 12597 customers = 12597
52. **Festival**: 12597 customers = 12597
53. **Heads Up**: 3074 customers (flop) = 681
54. **Sales Representative**: 12597 customers = 12597
55. **Festival**: 12597 customers = 12597
56. **Heads Up**: 3074 customers (flop) = 681
57. **Sales Representative**: 12597 customers = 12597
58. **Festival**: 12597 customers = 12597
59. **Heads Up**: 3074 customers (flop) = 681
60. **Sales Representative**: 12597 customers = 12597
61. **Festival**: 12597 customers = 12597
62. **Heads Up**: 3074 customers (flop) = 681
63. **Sales Representative**: 12597 customers = 12597
64. **Festival**: 12597 customers = 12597
65. **Heads Up**: 3074 customers (flop) = 681
66. **Sales Representative**: 12597 customers = 12597
67. **Festival**: 12597 customers = 12597
68. **Heads Up**: 3074 customers (flop) = 681
69. **Sales Representative**: 12597 customers = 12597
70. **Festival**: 12597 customers = 12597
71. **Heads Up**: 3074 customers (flop) = 681
72. **Sales Representative**: 12597 customers = 12597
73. **Festival**: 12597 customers = 12597
74. **Heads Up**: 3074 customers (flop) = 681
75. **Sales Representative**: 12597 customers = 12597
76. **Festival**: 12597 customers = 12597
77. **Heads Up**: 3074 customers (flop) = 681
78. **Sales Representative**: 12597 customers = 12597
79. **Festival**: 12597 customers = 12597
80. **Heads Up**: 3074 customers (flop) = 681
81. **Sales Representative**: 12597 customers = 12597
82. **Festival**: 12597 customers = 12597
83. **Heads Up**: 3074 customers (flop) = 681
84. **Sales Representative**: 12597 customers = 12597
85. **Festival**: 12597 customers = 12597
86. **Heads Up**: 3074 customers (flop) = 681
87. **Sales Representative**: 12597 customers = 12597
88. **Festival**: 12597 customers = 12597
89. **Heads Up**: 3074 customers (flop) = 681
90. **Sales Representative**: 12597 customers = 12597
91. **Festival**: 12597 customers = 12597
92. **Heads Up**: 3074 customers (flop) = 681
93. **Sales Representative**: 12597 customers = 12597
94. **Festival**: 12597 customers = 12597
95. **Heads Up**: 3074 customers (flop) = 681
96. **Sales Representative**: 12597 customers = 12597
97. **Festival**: 12597 customers = 12597
98. **Heads Up**: 3074 customers (flop) = 681
99. **Sales Representative**: 12597 customers = 12597
100. **Festival**: 12597 customers = 12597
101. **Heads Up**: 3074 customers (flop) = 681
102. **Sales Representative**: 12597 customers = 12597
103. **Festival**: 12597 customers = 12597
104. **Heads Up**: 3074 customers (flop) = 681
105. **Sales Representative**: 12597 customers = 12597
106. **Festival**: 12597 customers = 12597
107. **Heads Up**: 3074 customers (flop) = 681
108. **Sales Representative**: 12597 customers = 12597
109. **Festival**: 12597 customers = 12597
110. **Heads Up**: 3074 customers (flop) = 681
111. **Sales Representative**: 12597 customers = 12597
112. **Festival**: 12597 customers = 12597
113. **Heads Up**: 3074 customers (flop) = 681
114. **Sales Representative**: 12597 customers = 12597
115. **Festival**: 12597 customers = 12597
116. **Heads Up**: 3074 customers (flop) = 681
117. **Sales Representative**: 12597 customers = 12597
118. **Festival**: 12597 customers = 12597
119. **Heads Up**: 3074 customers (flop) = 681
120. **Sales Representative**: 12597 customers = 12597
121. **Festival**: 12597 customers = 12597
122. **Heads Up**: 3074 customers (flop) = 681
123. **Sales Representative**: 12597 customers = 12597
124. **Festival**: 12597 customers = 12597
125. **Heads Up**: 3074 customers (flop) = 681
126. **Sales Representative**: 12597 customers = 12597
127. **Festival**: 12597 customers = 12597
128. **Heads Up**: 3074 customers (flop) = 681
129. **Sales Representative**: 12597 customers = 12597
130. **Festival**: 12597 customers = 12597
131. **Heads Up**: 3074 customers (flop) = 681
132. **Sales Representative**: 12597 customers = 12597
133. **Festival**: 12597 customers = 12597
134. **Heads Up**: 3074 customers (flop) = 681
135. **Sales Representative**: 12597 customers = 12597
136. **Festival**: 12597 customers = 12597
137. **Heads Up**: 3074 customers (flop) = 681
138. **Sales Representative**: 12597 customers = 12597
139. **Festival**: 12597 customers = 12597
140. **Heads Up**: 3074 customers (flop) = 681
141. **Sales Representative**: 12597 customers = 12597
142. **Festival**: 12597 customers = 12597
143. **Heads Up**: 3074 customers (flop) = 681
144. **Sales Representative**: 12597 customers = 12597
145. **Festival**: 12597 customers = 12597
146. **Heads Up**: 3074 customers (flop) = 681
147. **Sales Representative**: 12597 customers = 12597
148. **Festival**: 12597 customers = 12597
149. **Heads Up**: 3074 customers (flop) = 681
150. **Sales Representative**: 12597 customers = 12597
151. **Festival**: 12597 customers = 12597
152. **Heads Up**: 3074 customers (flop) = 681
153. **Sales Representative**: 12597 customers = 12597
154. **Festival**: 12597 customers = 12597
155. **Heads Up**: 3074 customers (flop) = 681
156. **Sales Representative**: 12597 customers = 12597
157. **Festival**: 12597 customers = 12597
158. **Heads Up**: 3074 customers (flop) = 681
159. **Sales Representative**: 12597 customers = 12597
160. **Festival**: 12597 customers = 12597
161. **Heads Up**: 3074 customers (flop) = 681
162. **Sales Representative**: 12597 customers = 12597
163. **Festival**: 12597 customers = 12597
164. **Heads Up**: 3074 customers (flop) = 681
165. **Sales Representative**: 12597 customers = 12597
166. **Festival**: 12597 customers = 12597
167. **Heads Up**: 3074 customers (flop) = 681
168. **Sales Representative**: 12597 customers = 12597
169. **Festival**: 12597 customers = 12597
170. **Heads Up**: 3074 customers (flop) = 681
171. **Sales Representative**: 12597 customers = 12597
172. **Festival**: 12597 customers = 12597
173. **Heads Up**: 3074 customers (flop) = 681
174. **Sales Representative**: 12597 customers = 12597
175. **Festival**: 12597 customers = 12597
176. **Heads Up**: 3074 customers (flop) = 681
177. **Sales Representative**: 12597 customers = 12597
178. **Festival**: 12597 customers = 12597
179. **Heads Up**: 3074 customers (flop) = 681
180. **Sales Representative**: 12597 customers = 12597
181. **Festival**: 12597 customers = 12597
182. **Heads Up**: 3074 customers (flop) = 681
183. **Sales Representative**: 12597 customers = 12597
184. **Festival**: 12597 customers = 12597
185. **Heads Up**: 3074 customers (flop) = 681
186. **Sales Representative**: 12597 customers = 12597
187. **Festival**: 12597 customers = 12597
188. **Heads Up**: 3074 customers (flop) = 681
189. **Sales Representative**: 12597 customers = 12597
190. **Festival**: 12597 customers = 12597
191. **Heads Up**: 3074 customers (flop) = 681
192. **Sales Representative**: 12597 customers = 12597
193. **Festival**: 12597 customers = 12597
194. **Heads Up**: 3074 customers (flop) = 681
195. **Sales Representative**: 12597 customers = 12597
196. **Festival**: 12597 customers = 12597
197. **Heads Up**: 3074 customers (flop) = 681
198. **Sales Representative**: 12597 customers = 12597
199. **Festival**: 12597 customers = 12597
200. **Heads Up**: 3074 customers (flop) = 681
201. **Sales Representative**: 12597 customers = 12597
202. **Festival**: 12597 customers = 12597
203. **Heads Up**: 3074 customers (flop) = 681
204. **Sales Representative**: 12597 customers = 12597
205. **Festival**: 12597 customers = 12597
206. **Heads Up**: 3074 customers (flop) = 681
207. **Sales Representative**: 12597 customers = 12597
208. **Festival**: 12597 customers = 12597
209. **Heads Up**: 3074 customers (flop) = 681
210. **Sales Representative**: 12597 customers = 12597
211. **Festival**: 12597 customers = 12597
212. **Heads Up**: 3074 customers (flop) = 681
213. **Sales Representative**: 12597 customers = 12597
214. **Festival**: 12597 customers = 12597
215. **Heads Up**: 3074 customers (flop) = 681
216. **Sales Representative**: 12597 customers = 12597
217. **Festival**: 12597 customers = 12597
218. **Heads Up**: 3074 customers (flop) = 681
219. **Sales Representative**: 12597 customers = 12597
220. **Festival**: 12597 customers = 12597
221. **Heads Up**: 3074 customers (flop) = 681
222. **Sales Representative**: 12597 customers = 12597
223. **Festival**: 12597 customers = 12597
224. **Heads Up**: 3074 customers (flop) = 681
225. **Sales Representative**: 12597 customers = 12597
226. **Festival**: 12597 customers = 12597
227. **Heads Up**: 3074 customers (flop) = 681
228. **Sales Representative**: 12597 customers = 12597
229. **Festival**: 12597 customers = 12597
230. **Heads Up**: 3074 customers (flop) = 681
231. **Sales Representative**: 12597 customers = 12597
232. **Festival**: 12597 customers = 12597
233. **Heads Up**: 3074 customers (flop) = 681
234. **Sales Representative**: 12597 customers = 12597
235. **Festival**: 12597 customers = 12597
236. **Heads Up**: 3074 customers (flop) = 681
237. **Sales Representative**: 12597 customers = 12597
238. **Festival**: 12597 customers = 12597
239. **Heads Up**: 3074 customers (flop) = 681
240. **Sales Representative**: 12597 customers = 12597
241. **Festival**: 12597 customers = 12597
242. **Heads Up**: 3074 customers (flop) = 681
243. **Sales Representative**: 12597 customers = 12597
244. **Festival**: 12597 customers = 12597
245. **Heads Up**: 3074 customers (flop) = 681
246. **Sales Representative**: 12597 customers = 12597
247. **Festival**: 12597 customers = 12597
248. **Heads Up**: 3074 customers (flop) = 681
249. **Sales Representative**: 12597 customers = 12597
250. **Festival**: 12597 customers = 12597
251. **Heads Up**: 3074 customers (flop) = 681
252. **Sales Representative**: 12597 customers = 12597
253. **Festival**: 12597 customers = 12597
254. **Heads Up**: 3074 customers (flop) = 681
255. **Sales Representative**: 12597 customers = 12597
256. **Festival**: 12597 customers = 12597
257. **Heads Up**: 3074 customers (flop) = 681
258. **Sales Representative**: 12597 customers = 12597
259. **Festival**: 12597 customers = 12597
260. **Heads Up**: 3074 customers (flop) = 681
261. **Sales Representative**: 12597 customers = 12597
262. **Festival**: 12597 customers = 12597
263. **Heads Up**: 3074 customers (flop) = 681
264. **Sales Representative**: 12597 customers = 12597
265. **Festival**: 12597 customers = 12597
266. **Heads Up**: 3074 customers (flop) = 681
267. **Sales Representative**: 12597 customers = 12597
268. **Festival**: 12597 customers = 12597
269. **Heads Up**: 3074 customers (flop) = 681
270. **Sales Representative**: 12597 customers = 12597
271. **Festival**: 12597 customers = 12597
272. **Heads Up**: 3074 customers (flop) = 681
273. **Sales Representative**: 12597 customers = 12597
274. **Festival**: 12597 customers = 12597
275. **Heads Up**: 3074 customers (flop) = 681
276. **Sales Representative**: 12597 customers = 12597
277. **Festival**: 12597 customers = 12597
278. **Heads Up**: 3074 customers (flop) = 681
279. **Sales Representative**: 12597 customers = 12597
280. **Festival**: 12597 customers = 12597
281. **Heads Up**: 3074 customers (flop) = 681
282. **Sales Representative**: 12597 customers = 12597
283. **Festival**: 12597 customers = 12597
284. **Heads Up**: 3074 customers (flop) = 681
285. **Sales Representative**: 12597 customers = 12597
286. **Festival**: 12597 customers = 12597
287. **Heads Up**: 3074 customers (flop) = 681
288. **Sales Representative**: 12597 customers = 12597
289. **Festival**: 12597 customers = 12597
290. **Heads Up**: 3074 customers (flop) = 681
291. **Sales Representative**: 12597 customers = 12597
292. **Festival**: 12597 customers = 12597
293. **Heads Up**: 3074 customers (flop) = 681
294. **Sales Representative**: 12597 customers = 12597
295. **Festival**: 12597 customers = 12597
296. **Heads Up**: 3074 customers (flop) = 681
297. **Sales Representative**: 12597 customers = 12597
298. **Festival**: 12597 customers = 12597
299. **Heads Up**: 3074 customers (flop) = 681
300. **Sales Representative**: 12597 customers = 12597
301. **Festival**: 12597 customers = 12597
302. **Heads Up**: 3074 customers (flop) = 681
303. **Sales Representative**: 12597 customers = 12597
304. **Festival**: 12597 customers = 12597
305. **Heads Up**: 3074 customers (flop) = 681
306. **Sales Representative**: 12597 customers = 12597
307. **Festival**: 12597 customers = 12597
308. **Heads Up**: 3074 customers (flop) = 681
309. **Sales Representative**: 12597 customers = 12597
310. **Festival**: 12597 customers = 12597
311. **Heads Up**: 3074 customers (flop) = 681
312. **Sales Representative**: 12597 customers = 12597
313. **Festival**: 12597 customers = 12597
314. **Heads Up**: 3074 customers (flop) = 681
315. **Sales Representative**: 12597 customers = 12597
316. **Festival**: 12597 customers = 12597
317. **Heads Up**: 3074 customers (flop) = 681
318. **Sales Representative**: 12597 customers = 12597
319. **Festival**: 12597 customers = 12597
320. **Heads Up**: 3074 customers (flop) = 681
321. **Sales Representative**: 12597 customers = 12597
322. **Festival**: 12597 customers = 12597
323. **Heads Up**: 3074 customers (flop) = 681
324. **Sales Representative**: 12597 customers = 12597
325. **Festival**: 12597 customers = 12597
326. **Heads Up**: 3074 customers (flop) = 681
327. **Sales Representative**: 12597 customers = 12597
328. **Festival**: 12597 customers = 12597
329. **Heads Up**: 3074 customers (flop) = 681
330. **Sales Representative**: 12597 customers = 12597
331. **Festival**: 12597 customers = 12597
332. **Heads Up**: 3074 customers (flop) = 681
333. **Sales Representative**: 12597 customers = 12597
334. **Festival**: 12597 customers = 12597
335. **Heads Up**: 3074 customers (flop) = 681
336. **Sales Representative**: 12597 customers = 12597
337. **Festival**: 12597 customers = 12597
338. **Heads Up**: 3074 customers (flop) = 681
339. **Sales Representative**: 12597 customers = 12597
340. **Festival**: 12597 customers = 12597
341. **Heads Up**: 3074 customers (flop) = 681
342. **Sales Representative**: 12597 customers = 12597
343. **Festival**: 12597 customers = 12597
344. **Heads Up**: 3074 customers (flop) = 681
345. **Sales Representative**: 12597 customers = 12597
346. **Festival**: 12597 customers = 12597
347. **Heads Up**: 3074 customers (flop) = 681
348. **Sales Representative**: 12597 customers = 12597
349. **Festival**: 12597 customers = 12597
350. **Heads Up**: 3074 customers (flop) = 681
351. **Sales Representative**: 12597 customers = 12597
352. **Festival**: 12597 customers = 12597
353. **Heads Up**: 3074 customers (flop) = 681
354. **Sales Representative**: 12597 customers = 12597
355. **Festival**: 12597 customers = 12597
356. **Heads Up**: 3074 customers (flop) = 681
357. **Sales Representative**: 12597 customers = 12597
358. **Festival**: 12597 customers = 12597
359. **Heads Up**: 3074 customers (flop) = 681
360. **Sales Representative**: 12597 customers = 12597
361. **Festival**: 12597 customers = 12597
362. **Heads Up**: 3074 customers (flop) = 681
363. **Sales Representative**: 12597 customers = 12597
364. **Festival**: 12597 customers = 12597
365. **Heads Up**: 3074 customers (flop) = 681
366. **Sales Representative**: 12597 customers = 12597
367. **Festival**: 12597 customers = 12597
368. **Heads Up**: 3074 customers (flop) = 681
369. **Sales Representative**: 12597 customers = 12597
370. **Festival**: 12597 customers = 12597
371. **Heads Up**: 3074 customers (flop) = 681
372. **Sales Representative**: 12597 customers = 12597
373. **Festival**: 12597 customers = 12597
374. **Heads Up**: 3074 customers (flop) = 681
375. **Sales Representative**: 12597 customers = 12597
376. **Festival**: 12597 customers = 12597
377. **Heads Up**: 3074 customers (flop) = 681
378. **Sales Representative**: 12597 customers = 12597
379. **Festival**: 12597 customers = 12597
380. **Heads Up**: 3074 customers (flop) = 681
381. **Sales Representative**: 12597 customers = 12597
382. **Festival**: 12597 customers = 12597
383. **Heads Up**: 3074 customers (flop) = 681
384. **Sales Representative**: 12597 customers = 12597
385. **Festival**: 12597 customers = 12597
386. **Heads Up**: 3074 customers (flop) = 681
387. **Sales Representative**: 12597 customers = 12597
388. **Festival**: 12597 customers = 12597
389. **Heads Up**: 3074 customers (flop) = 681
390. **Sales Representative**: 12597 customers = 12597
391. **Festival**: 12597 customers = 12597
392. **Heads Up**: 3074 customers (flop) = 681
393. **Sales Representative**: 12597 customers = 12597
394. **Festival**: 12597 customers = 12597
395. **Heads Up**: 3074 customers (flop) = 681
396. **Sales Representative**: 12597 customers = 12597
397. **Festival**: 12597 customers = 12597
398. **Heads Up**: 3074 customers (flop) = 681
399. **Sales Representative**: 12597 customers = 12597
400. **Festival**: 12597 customers = 12597
401. **Heads Up**: 3074 customers (flop) = 681
402. **Sales Representative**: 12597 customers = 12597
403. **Festival**: 12597 customers = 12597
404. **Heads Up**: 3074 customers (flop) = 681
405. **Sales Representative**: 12597 customers = 12597
406. **Festival**: 12597 customers = 12597
407. **Heads Up**: 3074 customers (flop) = 681
408. **Sales Representative**: 12597 customers = 12597
409. **Festival**: 12597 customers = 12597
410. **Heads Up**: 3074 customers (flop) = 681
411. **Sales Representative**: 12597 customers = 12597
412. **Festival**: 12597 customers = 12597
413. **Heads Up**: 3074 customers (flop) = 681
414. **Sales Representative**: 12597 customers = 12597
415. **Festival**: 12597 customers = 12597
416. **Heads Up**: 3074 customers (flop) = 681
417. **Sales Representative**: 12597 customers = 12597
418. **Festival**: 12597 customers = 12597
419. **Heads Up**: 3074 customers (flop) = 681
420. **Sales Representative**: 12597 customers = 12597
421. **Festival**: 12597 customers = 12597
422. **Heads Up**: 3074 customers (flop) = 681
423. **Sales Representative**: 12597 customers = 12597
424. **Festival**: 12597 customers = 12597
425. **Heads Up**: 3074 customers (flop) = 681
426. **Sales Representative**: 12597 customers = 12597
427. **Festival**: 12597 customers = 12597
428. **Heads Up**: 3074 customers (flop) = 681
429. **Sales Representative**: 12597 customers = 12597
430. **Festival**: 12597 customers = 12597
431. **Heads Up**: 3074 customers (flop) = 681
432. **Sales Representative**: 12597 customers = 12597
433. **Festival**: 12597 customers = 12597
434. **Heads Up**: 3074 customers (flop) = 681
435. **Sales Representative**: 12597 customers = 12597
436. **Festival**: 12597 customers = 12597
437. **Heads Up**: 3074 customers (flop) = 681
438. **Sales Representative**: 12597 customers = 12597
439. **Festival**: 12597 customers = 12597
440. **Heads Up**: 3074 customers (flop) = 681
441. **Sales Representative**: 12597 customers = 12597
442. **Festival**: 12597 customers = 12597
443. **Heads Up**: 3074 customers (flop) = 681
444. **Sales Representative**: 12597 customers = 12597
445. **Festival**: 12597 customers = 12597
446. **Heads Up**: 3074 customers (flop) = 681
447. **Sales Representative**: 12597 customers = 12597
448. **Festival**: 12597 customers = 12597
449. **Heads Up**: 3074 customers (flop) = 681
450. **Sales Representative**: 12597 customers = 12597
451. **Festival**: 12597 customers = 12597
452. **Heads Up**: 3074 customers (flop) = 681
453. **Sales Representative**: 12597 customers = 12597
454. **Festival**: 12597 customers = 12597
455. **Heads Up**: 3074 customers (flop) = 681
456. **Sales Representative**: 12597 customers = 12597
457. **Festival**: 12597 customers = 12597
458. **Heads Up**: 3074 customers (flop) = 681
459. **Sales Representative**: 12597 customers = 12597
460. **Festival**: 12597 customers = 12597
461. **Heads Up**: 3074 customers (flop) = 681
462. **Sales Representative**: 12597 customers = 12597
463. **Festival**: 12597 customers = 12597
464. **Heads Up**: 3074 customers (flop) = 681
465. **Sales Representative**: 12597 customers = 12597
466. **Festival**: 12597 customers = 12597
467. **Heads Up**: 3074 customers (flop) = 681
468. **Sales Representative**: 12597 customers = 12597
469. **Festival**: 12597 customers = 12597
470. **Heads Up**: 3074 customers (flop) = 681
471. **Sales Representative**: 12597 customers = 12597
472. **Festival**: 12597 customers = 12597
473. **Heads Up**: 3074 customers (flop) = 681
474. **Sales Representative**: 12597 customers = 12597
475. **Festival**: 12597 customers = 12597
476. **Heads Up**: 3074 customers (flop) = 681
477. **Sales Representative**: 12597 customers = 12597
478. **Festival**: 12597 customers = 12597
479. **Heads Up**: 3074 customers (flop) = 681
480. **Sales Representative**: 12597 customers = 12597
481. **Festival**: 12597 customers = 12597
482. **Heads Up**: 3074 customers (flop) = 681
483. **Sales Representative**: 12597 customers = 12597
484. **Festival**: 12597 customers = 12597
485. **Heads Up**: 3074 customers (flop) = 681
486. **Sales Representative**: 12597 customers = 12597
487. **Festival**: 12597 customers = 12597
488. **Heads Up**: 3074 customers (flop) = 681
489. **Sales Representative**: 12597 customers = 12597
490. **Festival**: 12597 customers = 12597
491. **Heads Up**: 3074 customers (flop) = 681
492. **Sales Representative**: 12597 customers = 12597
493. **Festival**: 12597 customers = 12597
494. **Heads Up**: 3074 customers (flop) = 681
495. **Sales Representative**: 12597 customers = 12597
496. **Festival**: 12597 customers = 12597
497. **Heads Up**: 3074 customers (flop) = 681
498. **Sales Representative**: 12597 customers = 12597
499. **Festival**: 12597 customers = 12597
500. **Heads Up**: 3074 customers (flop) = 681
501. **Sales Representative**: 12597 customers = 12597
502. **Festival**: 12597 customers = 12597
503. **Heads Up**: 3074 customers (flop) = 681
504. **Sales Representative**: 12597 customers = 12597
505. **Festival**: 12597 customers = 12597
506. **Heads Up**: 3074 customers (flop) = 681
507. **Sales Representative**: 12597 customers = 12597
508. **Festival**: 12597 customers = 12597
509. **Heads Up**: 3074 customers (flop) = 681
510. **Sales Representative**: 12597 customers = 12597
511. **Festival**: 12597 customers = 12597
512. **Heads Up**: 3074 customers (flop) = 681
513. **Sales Representative**: 12597 customers = 12597
514. **Festival**: 12597 customers = 12597
515. **Heads Up**: 3074 customers (flop) = 681
516. **Sales Representative**: 12597 customers = 12597
517. **Festival**: 12597 customers = 12597
518. **Heads Up**: 3074 customers (flop) = 681
519. **Sales Representative**: 12597 customers = 12597
520. **Festival**: 12597 customers = 12597
521. **Heads Up**: 3074 customers (flop) = 681
522. **Sales Representative**: 12597 customers = 12597
523. **Festival**: 12597 customers = 12597
524. **Heads Up**: 3074 customers (flop) = 681
525. **Sales Representative**: 12597 customers = 12597
526. **Festival**: 12597 customers = 12597
527. **Heads Up**: 3074 customers (flop) = 681
528. **Sales Representative**: 12597 customers = 12597
529. **Festival**: 12597 customers = 12597
530. **Heads Up**: 3074 customers (flop) = 681
531. **Sales Representative**: 12597 customers = 12597
532. **Festival**: 12597 customers = 12597
533. **Heads Up**: 3074 customers (flop) = 681
534. **Sales Representative**: 12597 customers = 12597
535. **Festival**: 12597 customers = 12597
536. **Heads Up**: 3074 customers (flop) = 681
537. **Sales Representative**: 12597 customers = 12597
538. **Festival**: 12597 customers = 12597
539. **Heads Up**: 3074 customers (flop) = 681
540. **Sales Representative**: 12597 customers = 12597
541. **Festival**: 12597 customers = 12597
542. **Heads Up**: 3074 customers (flop) = 681
543. **Sales Representative**: 12597 customers = 12597
544. **Festival**: 12597 customers = 12597
545. **Heads Up**: 3074 customers (flop) = 681
546. **Sales Representative**: 12597 customers = 12597
547. **Festival**: 12597 customers = 12597
548. **Heads Up**: 3074 customers (flop) = 681
549. **Sales Representative**: 12597 customers = 12597
550. **Festival**: 12597 customers = 12597
551. **Heads Up**: 3074 customers (flop) = 681
552. **Sales Representative**: 12597 customers = 12597
553. **Festival**: 12597 customers = 12597
554. **Heads Up**: 3074 customers (flop) = 681
555. **Sales Representative**: 12597 customers = 12597
556. **Festival**: 12597 customers = 12597
557. **Heads Up**: 3074 customers (flop) = 681
558. **Sales Representative**: 12597 customers = 12597
559. **Festival**: 12597 customers = 12597
560. **Heads Up**: 3074 customers (flop) = 681
561. **Sales Representative**: 12597 customers = 12597
562. **Festival**: 12597 customers = 12597
563. **Heads Up**: 3074 customers (flop) = 681
564. **Sales Representative**: 12597 customers = 12597
565. **Festival**: 12597 customers = 12597
566. **Heads Up**: 3074 customers (flop) = 681
567. **Sales Representative**: 12597 customers = 12597
568. **Festival**: 12597 customers = 12597
569. **Heads Up**: 3074 customers (flop) = 681
570. **Sales Representative**: 12597 customers = 12597
571. **Festival**: 12597 customers = 12597
572. **Heads Up**: 3074 customers (flop) = 681
573. **Sales Representative**: 12597 customers = 12597
574. **Festival**: 12597 customers = 12597
575. **Heads Up**: 3074 customers (flop) = 681
576. **Sales Representative**: 12597 customers = 12597
577. **Festival**: 12597 customers = 12597
578. **Heads Up**: 3074 customers (flop) = 681
579. **Sales Representative**: 12597 customers = 12597
580. **Festival**: 12597 customers = 12597
581. **Heads Up**: 3074 customers (flop) = 681
582. **Sales Representative**: 12597 customers = 12597
583. **Festival**: 12597 customers = 12597
584. **Heads Up**: 3074 customers (flop) = 681
585. **Sales Representative**: 12597 customers = 12597
586. **Festival**: 12597 customers = 12597
587. **Heads Up**: 3074 customers (flop) = 681
588. **Sales Representative**: 12597 customers = 12597
589. **Festival**: 12597 customers = 12597
590. **Heads Up**: 3074 customers (flop) = 681
591. **Sales Representative**: 12597 customers = 12597
592. **Festival**: 12597 customers = 12597
593. **Heads Up**: 3074 customers (flop) = 681
594. **Sales Representative**: 12597 customers = 12597
595. **Festival**: 12597 customers = 12597
596. **Heads Up**: 3074 customers (flop) = 681
597. **Sales Representative**: 12597 customers = 12597
598. **Festival**: 12597 customers = 12597
599. **Heads Up**: 3074 customers (flop) = 681
600. **Sales Representative**: 12597 customers = 12597
601. **Festival**: 12597 customers = 12597
602. **Heads Up**: 3074 customers (flop) = 681
603. **Sales Representative**: 12597 customers = 12597
604. **Festival**: 12597 customers = 12597
605. **Heads Up**: 3074 customers (flop) = 681
