model-name,phase,attempt,response
	* France: 12538
	* Germany: 12540
	* Netherlands: 12546
	* Portugal: 12549
	* Belgium: 12550
	* Italy: 12557
	* France: 12558
	* Germany: 12563
	* Netherlands: 12564
	* Portugal: 12569
	* Belgium: 12570
	* Italy: 12571
	* France: 12573
	* Germany: 12580
	* Netherlands: 12584
	* Portugal: 12586
	* Belgium: 12590
	* Italy: 12592
	* France: 12593
	* Germany: 12597
	* Netherlands: 12599
	* Portugal: 12600
	* Belgium: 12604
	* Italy: 12608
	* France: 12613
	* Germany: 12617
	* Netherlands: 12619
	* Portugal: 12625
	* Belgium: 12640
	* Italy: 12648
	* France: 12636
	* Germany: 12647
	* Netherlands: 12650
	* Portugal: 12659
	* Belgium: 12660
	* Italy: 12680
	* France: 12639
	* Germany: 12647
	* Netherlands: 12651
	* Portugal: 12653
	* Belgium: 12662
	* Italy: 12680
	* France: 12690
	* Germany: 12647
	* Netherlands: 12654
	* Portugal: 12657
	* Belgium: 12663
	* Italy: 12682
	* France: 12690
	* Germany: 12648
	* Netherlands: 12655
	* Portugal: 12670
	* Belgium: 12663
	* Italy: 12683
	* France: 12692
	* Germany: 12649
	* Netherlands: 12656
	* Portugal: 12700
	* Belgium: 12707
	* Italy: 12713
	* France: 12728
	* Germany: 12749
	* Netherlands: 12756
	* Portugal: 12760
	* Belgium: 12761
	* Italy: 12739
	* France: 12780
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12767
	* Belgium: 12770
	* Italy: 12739
	* France: 12781
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12784
	* Germany: 12749
	* Netherlands: 12757
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12785
	* Germany: 12749
	* Netherlands: 12759
	* Portugal: 12769
	* Belgium: 12770
	* Italy: 12739
	* France: 12786
	* Germany: 12749
	* Netherlands: 12759
	* Portugal: 12769
	* Belgium: 12770
	* Italy: 12739
	* France: 12788
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12769
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12759
	* Portugal: 12769
	* Belgium: 12770
	* Italy: 12739
	* France: 12788
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12788
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
	* Netherlands: 12758
	* Portugal: 12768
	* Belgium: 12770
	* Italy: 12739
	* France: 12787
	* Germany: 12749
